timestamp,patient_id,rank,10000000
0.0,C,1,0.5314525197241573
0.0,A,2,0.5059202777620806
0.0,B,3,0.20580108744429518
0.5,C,1,0.5314525197241573
0.5,A,2,0.5059202777620806
0.5,B,3,0.20580108744429518
1.0,C,1,0.5314525197241573
1.0,A,2,0.5059202777620806
1.0,B,3,0.20580108744429518
1.5,C,1,0.5314525197241573
1.5,A,2,0.5059202777620806
1.5,B,3,0.20580108744429518
2.0,C,1,0.5314525197241573
2.0,A,2,0.5071895880125532
2.0,B,3,0.20580108744429518
2.5,C,1,0.5314525197241573
2.5,A,2,0.5071895880125532
2.5,B,3,0.20580108744429518
3.0,C,1,0.5314525197241573
3.0,A,2,0.5059202777620806
3.0,B,3,0.20580108744429518
3.5,C,1,0.5314525197241573
3.5,A,2,0.5059202777620806
3.5,B,3,0.20580108744429518
4.0,C,1,0.5314525197241573
4.0,A,2,0.5059202777620806
4.0,B,3,0.14272470650543564
4.5,C,1,0.5314525197241573
4.5,A,2,0.5059202777620806
4.5,B,3,0.14272470650543564
5.0,C,1,0.5314525197241573
5.0,A,2,0.5059202777620806
5.0,B,3,0.20580108744429518
5.5,C,1,0.5314525197241573
5.5,A,2,0.5059202777620806
5.5,B,3,0.20580108744429518
6.0,C,1,0.5381959542881184
6.0,A,2,0.5059202777620806
6.0,B,3,0.20580108744429518
6.5,C,1,0.5381959542881184
6.5,A,2,0.5059202777620806
6.5,B,3,0.20580108744429518
7.0,C,1,0.5314525197241573
7.0,A,2,0.5059202777620806
7.0,B,3,0.20580108744429518
7.5,C,1,0.5314525197241573
7.5,A,2,0.5059202777620806
7.5,B,3,0.20580108744429518
8.0,C,1,0.5314525197241573
8.0,A,2,0.5059202777620806
8.0,B,3,0.20580108744429518
8.5,C,1,0.5314525197241573
8.5,A,2,0.5059202777620806
8.5,B,3,0.20580108744429518
9.0,C,1,0.5314525197241573
9.0,A,2,0.5059202777620806
9.0,B,3,0.20580108744429518
9.5,C,1,0.5314525197241573
9.5,A,2,0.5059202777620806
9.5,B,3,0.20580108744429518
10.0,C,1,0.5314525197241573
10.0,A,2,0.5059202777620806
10.0,B,3,0.20580108744429518
